GEO.id,Id
HC04_EST_VC36,Foreign born; Born in South Central Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In married-couple family
HC04_MOE_VC36,Foreign born; Born in South Central Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In married-couple family
HC05_EST_VC36,Foreign born; Born in South Eastern Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In married-couple family
HC05_MOE_VC36,Foreign born; Born in South Eastern Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In married-couple family
HC06_EST_VC36,Foreign born; Born in Western Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In married-couple family
HC06_MOE_VC36,Foreign born; Born in Western Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In married-couple family
HC01_EST_VC37,Total; Estimate; Foreign-born population - HOUSEHOLD TYPE - In other households
HC01_MOE_VC37,Total; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In other households
HC02_EST_VC37,Foreign born; Born in Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In other households
HC02_MOE_VC37,Foreign born; Born in Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In other households
HC03_EST_VC37,Foreign born; Born in Eastern Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In other households
HC03_MOE_VC37,Foreign born; Born in Eastern Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In other households
HC04_EST_VC37,Foreign born; Born in South Central Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In other households
HC04_MOE_VC37,Foreign born; Born in South Central Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In other households
HC05_EST_VC37,Foreign born; Born in South Eastern Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In other households
HC05_MOE_VC37,Foreign born; Born in South Eastern Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In other households
HC06_EST_VC37,Foreign born; Born in Western Asia; Estimate; Foreign-born population - HOUSEHOLD TYPE - In other households
HC06_MOE_VC37,Foreign born; Born in Western Asia; Margin of Error; Foreign-born population - HOUSEHOLD TYPE - In other households
HC01_EST_VC38,Total; Estimate; Foreign-born population - Average household size
HC01_MOE_VC38,Total; Margin of Error; Foreign-born population - Average household size
HC02_EST_VC38,Foreign born; Born in Asia; Estimate; Foreign-born population - Average household size
HC02_MOE_VC38,Foreign born; Born in Asia; Margin of Error; Foreign-born population - Average household size
HC03_EST_VC38,Foreign born; Born in Eastern Asia; Estimate; Foreign-born population - Average household size
HC03_MOE_VC38,Foreign born; Born in Eastern Asia; Margin of Error; Foreign-born population - Average household size
HC04_EST_VC38,Foreign born; Born in South Central Asia; Estimate; Foreign-born population - Average household size
HC04_MOE_VC38,Foreign born; Born in South Central Asia; Margin of Error; Foreign-born population - Average household size
HC05_EST_VC38,Foreign born; Born in South Eastern Asia; Estimate; Foreign-born population - Average household size
HC05_MOE_VC38,Foreign born; Born in South Eastern Asia; Margin of Error; Foreign-born population - Average household size
HC06_EST_VC38,Foreign born; Born in Western Asia; Estimate; Foreign-born population - Average household size
HC06_MOE_VC38,Foreign born; Born in Western Asia; Margin of Error; Foreign-born population - Average household size
HC01_EST_VC39,Total; Estimate; Foreign-born population - Average family size
HC01_MOE_VC39,Total; Margin of Error; Foreign-born population - Average family size
HC02_EST_VC39,Foreign born; Born in Asia; Estimate; Foreign-born population - Average family size
HC02_MOE_VC39,Foreign born; Born in Asia; Margin of Error; Foreign-born population - Average family size
HC03_EST_VC39,Foreign born; Born in Eastern Asia; Estimate; Foreign-born population - Average family size
HC03_MOE_VC39,Foreign born; Born in Eastern Asia; Margin of Error; Foreign-born population - Average family size
HC04_EST_VC39,Foreign born; Born in South Central Asia; Estimate; Foreign-born population - Average family size
HC04_MOE_VC39,Foreign born; Born in South Central Asia; Margin of Error; Foreign-born population - Average family size
HC05_EST_VC39,Foreign born; Born in South Eastern Asia; Estimate; Foreign-born population - Average family size
HC05_MOE_VC39,Foreign born; Born in South Eastern Asia; Margin of Error; Foreign-born population - Average family size
HC06_EST_VC39,Foreign born; Born in Western Asia; Estimate; Foreign-born population - Average family size
HC06_MOE_VC39,Foreign born; Born in Western Asia; Margin of Error; Foreign-born population - Average family size
HC01_EST_VC41,Total; Estimate; MARITAL STATUS - Population 15 years and over
HC01_MOE_VC41,Total; Margin of Error; MARITAL STATUS - Population 15 years and over
HC02_EST_VC41,Foreign born; Born in Asia; Estimate; MARITAL STATUS - Population 15 years and over
HC02_MOE_VC41,Foreign born; Born in Asia; Margin of Error; MARITAL STATUS - Population 15 years and over
HC03_EST_VC41,Foreign born; Born in Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over
HC03_MOE_VC41,Foreign born; Born in Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over
HC04_EST_VC41,Foreign born; Born in South Central Asia; Estimate; MARITAL STATUS - Population 15 years and over
HC04_MOE_VC41,Foreign born; Born in South Central Asia; Margin of Error; MARITAL STATUS - Population 15 years and over
HC05_EST_VC41,Foreign born; Born in South Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over
HC05_MOE_VC41,Foreign born; Born in South Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over
HC06_EST_VC41,Foreign born; Born in Western Asia; Estimate; MARITAL STATUS - Population 15 years and over
HC06_MOE_VC41,Foreign born; Born in Western Asia; Margin of Error; MARITAL STATUS - Population 15 years and over
HC01_EST_VC42,Total; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC01_MOE_VC42,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC02_EST_VC42,Foreign born; Born in Asia; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC02_MOE_VC42,Foreign born; Born in Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC03_EST_VC42,Foreign born; Born in Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC03_MOE_VC42,Foreign born; Born in Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC04_EST_VC42,Foreign born; Born in South Central Asia; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC04_MOE_VC42,Foreign born; Born in South Central Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC05_EST_VC42,Foreign born; Born in South Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC05_MOE_VC42,Foreign born; Born in South Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC06_EST_VC42,Foreign born; Born in Western Asia; Estimate; MARITAL STATUS - Population 15 years and over - Never married
HC06_MOE_VC42,Foreign born; Born in Western Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Never married
HC01_EST_VC43,"Total; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC01_MOE_VC43,"Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC02_EST_VC43,"Foreign born; Born in Asia; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC02_MOE_VC43,"Foreign born; Born in Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC03_EST_VC43,"Foreign born; Born in Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC03_MOE_VC43,"Foreign born; Born in Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC04_EST_VC43,"Foreign born; Born in South Central Asia; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC04_MOE_VC43,"Foreign born; Born in South Central Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC05_EST_VC43,"Foreign born; Born in South Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC05_MOE_VC43,"Foreign born; Born in South Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC06_EST_VC43,"Foreign born; Born in Western Asia; Estimate; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC06_MOE_VC43,"Foreign born; Born in Western Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Now married, except separated"
HC01_EST_VC44,Total; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC01_MOE_VC44,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC02_EST_VC44,Foreign born; Born in Asia; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC02_MOE_VC44,Foreign born; Born in Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC03_EST_VC44,Foreign born; Born in Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC03_MOE_VC44,Foreign born; Born in Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC04_EST_VC44,Foreign born; Born in South Central Asia; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC04_MOE_VC44,Foreign born; Born in South Central Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC05_EST_VC44,Foreign born; Born in South Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC05_MOE_VC44,Foreign born; Born in South Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC06_EST_VC44,Foreign born; Born in Western Asia; Estimate; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC06_MOE_VC44,Foreign born; Born in Western Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Divorced or separated
HC01_EST_VC45,Total; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC01_MOE_VC45,Total; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC02_EST_VC45,Foreign born; Born in Asia; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC02_MOE_VC45,Foreign born; Born in Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC03_EST_VC45,Foreign born; Born in Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC03_MOE_VC45,Foreign born; Born in Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC04_EST_VC45,Foreign born; Born in South Central Asia; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC04_MOE_VC45,Foreign born; Born in South Central Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC05_EST_VC45,Foreign born; Born in South Eastern Asia; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC05_MOE_VC45,Foreign born; Born in South Eastern Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC06_EST_VC45,Foreign born; Born in Western Asia; Estimate; MARITAL STATUS - Population 15 years and over - Widowed
HC06_MOE_VC45,Foreign born; Born in Western Asia; Margin of Error; MARITAL STATUS - Population 15 years and over - Widowed
HC01_EST_VC47,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC01_MOE_VC47,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC02_EST_VC47,Foreign born; Born in Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC02_MOE_VC47,Foreign born; Born in Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC03_EST_VC47,Foreign born; Born in Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC03_MOE_VC47,Foreign born; Born in Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC04_EST_VC47,Foreign born; Born in South Central Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC04_MOE_VC47,Foreign born; Born in South Central Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC05_EST_VC47,Foreign born; Born in South Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC05_MOE_VC47,Foreign born; Born in South Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC06_EST_VC47,Foreign born; Born in Western Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC06_MOE_VC47,Foreign born; Born in Western Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school
HC01_EST_VC48,"Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC01_MOE_VC48,"Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC02_EST_VC48,"Foreign born; Born in Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC02_MOE_VC48,"Foreign born; Born in Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC03_EST_VC48,"Foreign born; Born in Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC03_MOE_VC48,"Foreign born; Born in Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC04_EST_VC48,"Foreign born; Born in South Central Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC04_MOE_VC48,"Foreign born; Born in South Central Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC05_EST_VC48,"Foreign born; Born in South Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC05_MOE_VC48,"Foreign born; Born in South Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC06_EST_VC48,"Foreign born; Born in Western Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC06_MOE_VC48,"Foreign born; Born in Western Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Nursery school, preschool"
HC01_EST_VC49,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC01_MOE_VC49,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC02_EST_VC49,Foreign born; Born in Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC02_MOE_VC49,Foreign born; Born in Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC03_EST_VC49,Foreign born; Born in Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC03_MOE_VC49,Foreign born; Born in Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC04_EST_VC49,Foreign born; Born in South Central Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC04_MOE_VC49,Foreign born; Born in South Central Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC05_EST_VC49,Foreign born; Born in South Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC05_MOE_VC49,Foreign born; Born in South Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC06_EST_VC49,Foreign born; Born in Western Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC06_MOE_VC49,Foreign born; Born in Western Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - Elementary school (grades K-8)
HC01_EST_VC50,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC01_MOE_VC50,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC02_EST_VC50,Foreign born; Born in Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC02_MOE_VC50,Foreign born; Born in Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC03_EST_VC50,Foreign born; Born in Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC03_MOE_VC50,Foreign born; Born in Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC04_EST_VC50,Foreign born; Born in South Central Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC04_MOE_VC50,Foreign born; Born in South Central Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC05_EST_VC50,Foreign born; Born in South Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC05_MOE_VC50,Foreign born; Born in South Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC06_EST_VC50,Foreign born; Born in Western Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC06_MOE_VC50,Foreign born; Born in Western Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - High school (grades 9-12)
HC01_EST_VC51,Total; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC01_MOE_VC51,Total; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC02_EST_VC51,Foreign born; Born in Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC02_MOE_VC51,Foreign born; Born in Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC03_EST_VC51,Foreign born; Born in Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC03_MOE_VC51,Foreign born; Born in Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC04_EST_VC51,Foreign born; Born in South Central Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC04_MOE_VC51,Foreign born; Born in South Central Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC05_EST_VC51,Foreign born; Born in South Eastern Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC05_MOE_VC51,Foreign born; Born in South Eastern Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC06_EST_VC51,Foreign born; Born in Western Asia; Estimate; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC06_MOE_VC51,Foreign born; Born in Western Asia; Margin of Error; SCHOOL ENROLLMENT - Population 3 years and over enrolled in school - College or graduate school
HC01_EST_VC53,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_MOE_VC53,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_EST_VC53,Foreign born; Born in Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC02_MOE_VC53,Foreign born; Born in Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_EST_VC53,Foreign born; Born in Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC03_MOE_VC53,Foreign born; Born in Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_EST_VC53,Foreign born; Born in South Central Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC04_MOE_VC53,Foreign born; Born in South Central Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC05_EST_VC53,Foreign born; Born in South Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC05_MOE_VC53,Foreign born; Born in South Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC06_EST_VC53,Foreign born; Born in Western Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC06_MOE_VC53,Foreign born; Born in Western Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over
HC01_EST_VC54,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_MOE_VC54,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_EST_VC54,Foreign born; Born in Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC02_MOE_VC54,Foreign born; Born in Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_EST_VC54,Foreign born; Born in Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC03_MOE_VC54,Foreign born; Born in Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_EST_VC54,Foreign born; Born in South Central Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC04_MOE_VC54,Foreign born; Born in South Central Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC05_EST_VC54,Foreign born; Born in South Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC05_MOE_VC54,Foreign born; Born in South Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC06_EST_VC54,Foreign born; Born in Western Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC06_MOE_VC54,Foreign born; Born in Western Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Less than high school graduate
HC01_EST_VC55,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_MOE_VC55,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_EST_VC55,Foreign born; Born in Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC02_MOE_VC55,Foreign born; Born in Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_EST_VC55,Foreign born; Born in Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC03_MOE_VC55,Foreign born; Born in Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_EST_VC55,Foreign born; Born in South Central Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC04_MOE_VC55,Foreign born; Born in South Central Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC05_EST_VC55,Foreign born; Born in South Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC05_MOE_VC55,Foreign born; Born in South Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC06_EST_VC55,Foreign born; Born in Western Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC06_MOE_VC55,Foreign born; Born in Western Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - High school graduate (includes equivalency)
HC01_EST_VC56,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_MOE_VC56,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_EST_VC56,Foreign born; Born in Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC02_MOE_VC56,Foreign born; Born in Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_EST_VC56,Foreign born; Born in Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC03_MOE_VC56,Foreign born; Born in Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_EST_VC56,Foreign born; Born in South Central Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC04_MOE_VC56,Foreign born; Born in South Central Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC05_EST_VC56,Foreign born; Born in South Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC05_MOE_VC56,Foreign born; Born in South Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC06_EST_VC56,Foreign born; Born in Western Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC06_MOE_VC56,Foreign born; Born in Western Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Some college or associate's degree
HC01_EST_VC57,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_MOE_VC57,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_EST_VC57,Foreign born; Born in Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC02_MOE_VC57,Foreign born; Born in Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_EST_VC57,Foreign born; Born in Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC03_MOE_VC57,Foreign born; Born in Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_EST_VC57,Foreign born; Born in South Central Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC04_MOE_VC57,Foreign born; Born in South Central Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC05_EST_VC57,Foreign born; Born in South Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC05_MOE_VC57,Foreign born; Born in South Eastern Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC06_EST_VC57,Foreign born; Born in Western Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC06_MOE_VC57,Foreign born; Born in Western Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Bachelor's degree
HC01_EST_VC58,Total; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC01_MOE_VC58,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_EST_VC58,Foreign born; Born in Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC02_MOE_VC58,Foreign born; Born in Asia; Margin of Error; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
HC03_EST_VC58,Foreign born; Born in Eastern Asia; Estimate; EDUCATIONAL ATTAINMENT - Population 25 years and over - Graduate or professional degree
